id;description;date_operation;montant;operationcategorie_id
5233;Communications;2012-06-07;327.93;31
5234;Communications;2012-06-07;-425.07;32
5235;Loisirs et culture;2012-06-07;-422.56;33
5236;Équipements audiovisuels. photographiques et informatiques;2012-06-07;365.49;34
5237;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-07;392.71;35
5238;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-07;462.70;36
5239;Services récréatifs et culturels;2012-06-07;360.69;37
5240;Édition. presse et papeterie;2012-06-07;9.66;38
5241;Voyages à forfait;2012-06-08;-260.57;39
5242;Enseignement;2012-06-08;-35.80;40
5243;Enseignement;2012-06-08;163.57;41
5244;Restaurants et hôtels;2012-06-08;-60.22;42
5245;Services de restauration;2012-06-08;251.97;43
5246;Services d'hébergement;2012-06-08;9.52;44
5247;Autres biens et servicesDocumentation des articles;2012-06-08;-457.59;45
5248;Soins personnels;2012-06-08;212.87;46
5249;Effets personnels n.d.a.;2012-06-08;382.16;47
5250;Protection sociale;2012-06-08;133.54;48
5251;Assurances;2012-06-09;490.90;49
5252;Services financiers n.d.a;2012-06-09;-58.81;50
5253;Autres services n.d.a;2012-06-09;103.73;51
5254;Produits alimentaires et boissons non alcoolisées;2012-06-09;462.70;1
5255;Produits alimentaires;2012-06-09;-313.27;2
5256;Boissons non alcoolisées;2012-06-09;2.08;3
5257;Boissons alcoolisées et tabac;2012-06-09;-326.79;4
5258;Boissons alcoolisées;2012-06-09;10.00;5
5259;Tabac;2012-06-09;3.99;6
5260;Articles d'habillement et articles chaussants;2012-06-09;-476.48;7
5261;Articles d'habillement;2012-06-10;-365.43;8
5262;Articles chaussants;2012-06-10;-344.32;9
5263;Logement. eau. électricité. gaz et autres combustibles;2012-06-10;-54.45;10
5264;Loyers d'habitation réels;2012-06-10;-60.46;11
5265;Loyers d'habitation imputés;2012-06-10;-481.51;12
5266;Entretien et de réparation du logement;2012-06-10;-195.05;13
5267;Adduction d'eau et autres services relatifs au logement;2012-06-10;-222.22;14
5268;Électricité. gaz et autres combustibles;2012-06-10;328.05;15
5269;Ameublement. équipement ménager et entretien courant de la maison;2012-06-10;-122.58;16
5270;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-06-10;138.96;17
5271;Articles de ménage en textile;2012-06-11;130.92;18
5272;Appareils ménagers;2012-06-11;361.06;19
5273;Verrerie. vaisselle et ustensiles de ménage;2012-06-11;81.45;20
5274;Outillage pour la maison et le jardin;2012-06-11;-210.73;21
5275;Biens et services pour l'entretien courant du logement;2012-06-11;442.99;22
5276;Santé;2012-06-11;448.28;23
5277;"Produits et appareils thérapeutiques; matériel médical";2012-06-11;361.15;24
5278;Services de consultation externe;2012-06-11;498.23;25
5279;Services hospitaliers;2012-06-11;296.25;26
5280;Transports;2012-06-11;94.81;27
5281;Achats de véhicules;2012-06-12;-119.66;28
5282;Utilisation de véhicules personnels;2012-06-12;-331.76;29
5283;Services de transport;2012-06-12;185.45;30
5284;Communications;2012-06-12;-288.49;31
5285;Communications;2012-06-12;-434.22;32
5286;Loisirs et culture;2012-06-12;195.28;33
5287;Équipements audiovisuels. photographiques et informatiques;2012-06-12;-203.57;34
5288;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-12;440.25;35
5289;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-12;472.89;36
5290;Services récréatifs et culturels;2012-06-12;232.26;37
5291;Édition. presse et papeterie;2012-06-13;262.20;38
5292;Voyages à forfait;2012-06-13;46.03;39
5293;Enseignement;2012-06-13;-201.05;40
5294;Enseignement;2012-06-13;403.33;41
5295;Restaurants et hôtels;2012-06-13;85.18;42
5296;Services de restauration;2012-06-13;184.48;43
5297;Services d'hébergement;2012-06-13;419.73;44
5298;Autres biens et servicesDocumentation des articles;2012-06-13;-92.92;45
5299;Soins personnels;2012-06-13;-133.51;46
5300;Effets personnels n.d.a.;2012-06-13;329.42;47
5301;Protection sociale;2012-06-14;332.57;48
5302;Assurances;2012-06-14;252.21;49
5303;Services financiers n.d.a;2012-06-14;48.20;50
5304;Autres services n.d.a;2012-06-14;-494.15;51
5305;Produits alimentaires et boissons non alcoolisées;2012-06-14;-72.54;1
5306;Produits alimentaires;2012-06-14;-60.51;2
5307;Boissons non alcoolisées;2012-06-14;-250.48;3
5308;Boissons alcoolisées et tabac;2012-06-14;-60.39;4
5309;Boissons alcoolisées;2012-06-14;-308.86;5
5310;Tabac;2012-06-14;304.95;6
5311;Articles d'habillement et articles chaussants;2012-06-15;93.25;7
5312;Articles d'habillement;2012-06-15;112.49;8
5313;Articles chaussants;2012-06-15;-111.52;9
5314;Logement. eau. électricité. gaz et autres combustibles;2012-06-15;-36.84;10
5315;Loyers d'habitation réels;2012-06-15;-180.44;11
5316;Loyers d'habitation imputés;2012-06-15;-447.10;12
5317;Entretien et de réparation du logement;2012-06-15;402.51;13
5318;Adduction d'eau et autres services relatifs au logement;2012-06-15;447.24;14
5319;Électricité. gaz et autres combustibles;2012-06-15;72.38;15
5320;Ameublement. équipement ménager et entretien courant de la maison;2012-06-15;86.44;16
5321;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-06-16;224.95;17
5322;Articles de ménage en textile;2012-06-16;93.26;18
5323;Appareils ménagers;2012-06-16;14.24;19
5324;Verrerie. vaisselle et ustensiles de ménage;2012-06-16;206.13;20
5325;Outillage pour la maison et le jardin;2012-06-16;-130.05;21
5326;Biens et services pour l'entretien courant du logement;2012-06-16;-18.39;22
5327;Santé;2012-06-16;283.48;23
5328;"Produits et appareils thérapeutiques; matériel médical";2012-06-16;-209.74;24
5329;Services de consultation externe;2012-06-16;43.28;25
5330;Services hospitaliers;2012-06-16;-434.76;26
5331;Transports;2012-06-17;7.81;27
5332;Achats de véhicules;2012-06-17;-360.45;28
5333;Utilisation de véhicules personnels;2012-06-17;282.64;29
5334;Services de transport;2012-06-17;216.54;30
5335;Communications;2012-06-17;-67.09;31
5336;Communications;2012-06-17;-390.13;32
5337;Loisirs et culture;2012-06-17;-137.57;33
5338;Équipements audiovisuels. photographiques et informatiques;2012-06-17;240.22;34
5339;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-17;-277.90;35
5340;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-17;-305.51;36
5341;Services récréatifs et culturels;2012-06-18;-394.35;37
5342;Édition. presse et papeterie;2012-06-18;-487.74;38
5343;Voyages à forfait;2012-06-18;-181.35;39
5344;Enseignement;2012-06-18;-273.74;40
5345;Enseignement;2012-06-18;76.35;41
5346;Restaurants et hôtels;2012-06-18;199.78;42
5347;Services de restauration;2012-06-18;-260.56;43
5348;Services d'hébergement;2012-06-18;91.07;44
5349;Autres biens et servicesDocumentation des articles;2012-06-18;-495.78;45
5350;Soins personnels;2012-06-18;-16.40;46
5351;Effets personnels n.d.a.;2012-06-19;405.42;47
5352;Protection sociale;2012-06-19;-326.04;48
5353;Assurances;2012-06-19;-239.64;49
5354;Services financiers n.d.a;2012-06-19;-220.39;50
5355;Autres services n.d.a;2012-06-19;-162.97;51
5356;Produits alimentaires et boissons non alcoolisées;2012-06-19;-378.61;1
5357;Produits alimentaires;2012-06-19;-139.18;2
5358;Boissons non alcoolisées;2012-06-19;-153.78;3
5359;Boissons alcoolisées et tabac;2012-06-19;-274.32;4
5360;Boissons alcoolisées;2012-06-19;262.54;5
5361;Tabac;2012-06-20;331.98;6
5362;Articles d'habillement et articles chaussants;2012-06-20;272.33;7
5363;Articles d'habillement;2012-06-20;149.17;8
5364;Articles chaussants;2012-06-20;206.11;9
5365;Logement. eau. électricité. gaz et autres combustibles;2012-06-20;-132.78;10
5366;Loyers d'habitation réels;2012-06-20;-350.35;11
5367;Loyers d'habitation imputés;2012-06-20;-293.45;12
5368;Entretien et de réparation du logement;2012-06-20;-93.66;13
5369;Adduction d'eau et autres services relatifs au logement;2012-06-20;131.70;14
5370;Électricité. gaz et autres combustibles;2012-06-20;-474.54;15
5371;Ameublement. équipement ménager et entretien courant de la maison;2012-06-21;-145.78;16
5372;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-06-21;-395.89;17
5373;Articles de ménage en textile;2012-06-21;55.57;18
5374;Appareils ménagers;2012-06-21;-414.40;19
5375;Verrerie. vaisselle et ustensiles de ménage;2012-06-21;191.75;20
5376;Outillage pour la maison et le jardin;2012-06-21;128.33;21
5377;Biens et services pour l'entretien courant du logement;2012-06-21;-486.06;22
5378;Santé;2012-06-21;-162.42;23
5379;"Produits et appareils thérapeutiques; matériel médical";2012-06-21;273.05;24
5380;Services de consultation externe;2012-06-21;-294.88;25
5381;Services hospitaliers;2012-06-22;193.98;26
5382;Transports;2012-06-22;278.20;27
5383;Achats de véhicules;2012-06-22;132.53;28
5384;Utilisation de véhicules personnels;2012-06-22;144.06;29
5385;Services de transport;2012-06-22;261.85;30
5386;Communications;2012-06-22;-435.12;31
5387;Communications;2012-06-22;-492.59;32
5388;Loisirs et culture;2012-06-22;-474.33;33
5389;Équipements audiovisuels. photographiques et informatiques;2012-06-22;-450.93;34
5390;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-22;-232.65;35
5391;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-23;446.84;36
5392;Services récréatifs et culturels;2012-06-23;17.58;37
5393;Édition. presse et papeterie;2012-06-23;250.24;38
5394;Voyages à forfait;2012-06-23;107.55;39
5395;Enseignement;2012-06-23;274.07;40
5396;Enseignement;2012-06-23;190.96;41
5397;Restaurants et hôtels;2012-06-23;-491.02;42
5398;Services de restauration;2012-06-23;151.60;43
5399;Services d'hébergement;2012-06-23;377.48;44
5400;Autres biens et servicesDocumentation des articles;2012-06-23;252.79;45
5401;Soins personnels;2012-06-24;-379.03;46
5402;Effets personnels n.d.a.;2012-06-24;-52.25;47
5403;Protection sociale;2012-06-24;411.74;48
5404;Assurances;2012-06-24;-141.09;49
5405;Services financiers n.d.a;2012-06-24;-222.70;50
5406;Autres services n.d.a;2012-06-24;-215.73;51
5407;Produits alimentaires et boissons non alcoolisées;2012-06-24;-324.60;1
5408;Produits alimentaires;2012-06-24;270.97;2
5409;Boissons non alcoolisées;2012-06-24;124.17;3
5410;Boissons alcoolisées et tabac;2012-06-24;-130.04;4
5411;Boissons alcoolisées;2012-06-25;-492.99;5
5412;Tabac;2012-06-25;49.40;6
5413;Articles d'habillement et articles chaussants;2012-06-25;-292.30;7
5414;Articles d'habillement;2012-06-25;-291.67;8
5415;Articles chaussants;2012-06-25;253.89;9
5416;Logement. eau. électricité. gaz et autres combustibles;2012-06-25;298.16;10
5417;Loyers d'habitation réels;2012-06-25;352.41;11
5418;Loyers d'habitation imputés;2012-06-25;-416.61;12
5419;Entretien et de réparation du logement;2012-06-25;155.95;13
5420;Adduction d'eau et autres services relatifs au logement;2012-06-25;174.04;14
5421;Électricité. gaz et autres combustibles;2012-06-26;104.84;15
5422;Ameublement. équipement ménager et entretien courant de la maison;2012-06-26;321.33;16
5423;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-06-26;415.38;17
5424;Articles de ménage en textile;2012-06-26;107.06;18
5425;Appareils ménagers;2012-06-26;194.65;19
5426;Verrerie. vaisselle et ustensiles de ménage;2012-06-26;-17.15;20
5427;Outillage pour la maison et le jardin;2012-06-26;407.65;21
5428;Biens et services pour l'entretien courant du logement;2012-06-26;-233.62;22
5429;Santé;2012-06-26;72.07;23
5430;"Produits et appareils thérapeutiques; matériel médical";2012-06-26;245.44;24
5431;Services de consultation externe;2012-06-27;-279.34;25
5432;Services hospitaliers;2012-06-27;136.19;26
5433;Transports;2012-06-27;-194.92;27
5434;Achats de véhicules;2012-06-27;181.26;28
5435;Utilisation de véhicules personnels;2012-06-27;311.32;29
5436;Services de transport;2012-06-27;17.26;30
5437;Communications;2012-06-27;-274.54;31
5438;Communications;2012-06-27;-405.83;32
5439;Loisirs et culture;2012-06-27;-142.90;33
5440;Équipements audiovisuels. photographiques et informatiques;2012-06-27;103.61;34
5441;Autres biens durables importants du domaine des loisirs et de la culture;2012-06-28;-276.21;35
5442;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-06-28;253.44;36
5443;Services récréatifs et culturels;2012-06-28;-410.69;37
5444;Édition. presse et papeterie;2012-06-28;461.51;38
5445;Voyages à forfait;2012-06-28;261.44;39
5446;Enseignement;2012-06-28;220.44;40
5447;Enseignement;2012-06-28;-458.61;41
5448;Restaurants et hôtels;2012-06-28;378.34;42
5449;Services de restauration;2012-06-28;-342.94;43
5450;Services d'hébergement;2012-06-28;-96.71;44
5451;Autres biens et servicesDocumentation des articles;2012-06-29;-263.14;45
5452;Soins personnels;2012-06-29;360.47;46
5453;Effets personnels n.d.a.;2012-06-29;-278.27;47
5454;Protection sociale;2012-06-29;328.08;48
5455;Assurances;2012-06-29;-161.51;49
5456;Services financiers n.d.a;2012-06-29;417.94;50
5457;Autres services n.d.a;2012-06-29;172.84;51
5458;Produits alimentaires et boissons non alcoolisées;2012-06-29;315.02;1
5459;Produits alimentaires;2012-06-29;433.12;2
5460;Boissons non alcoolisées;2012-06-29;-197.97;3
5461;Boissons alcoolisées et tabac;2012-06-30;-310.26;4
5462;Boissons alcoolisées;2012-06-30;64.06;5
5463;Tabac;2012-06-30;379.21;6
5464;Articles d'habillement et articles chaussants;2012-06-30;423.35;7
5465;Articles d'habillement;2012-06-30;-389.07;8
5466;Articles chaussants;2012-06-30;238.52;9
5467;Logement. eau. électricité. gaz et autres combustibles;2012-06-30;-229.30;10
5468;Loyers d'habitation réels;2012-06-30;-113.03;11
5469;Loyers d'habitation imputés;2012-06-30;-202.14;12
5470;Entretien et de réparation du logement;2012-06-30;445.82;13
5471;Adduction d'eau et autres services relatifs au logement;2012-07-01;435.77;14
5472;Électricité. gaz et autres combustibles;2012-07-01;-395.61;15
5473;Ameublement. équipement ménager et entretien courant de la maison;2012-07-01;-153.42;16
5474;Meubles. articles d'ameublement et décoration. tapis et autres revêtements de sol;2012-07-01;325.49;17
5475;Articles de ménage en textile;2012-07-01;-79.60;18
5476;Appareils ménagers;2012-07-01;-464.95;19
5477;Verrerie. vaisselle et ustensiles de ménage;2012-07-01;318.53;20
5478;Outillage pour la maison et le jardin;2012-07-01;-460.62;21
5479;Biens et services pour l'entretien courant du logement;2012-07-01;-191.07;22
5480;Santé;2012-07-01;323.93;23
5481;"Produits et appareils thérapeutiques; matériel médical";2012-07-02;-342.10;24
5482;Services de consultation externe;2012-07-02;131.35;25
5483;Services hospitaliers;2012-07-02;-124.48;26
5484;Transports;2012-07-02;354.83;27
5485;Achats de véhicules;2012-07-02;402.14;28
5486;Utilisation de véhicules personnels;2012-07-02;39.10;29
5487;Services de transport;2012-07-02;266.93;30
5488;Communications;2012-07-02;-449.76;31
5489;Communications;2012-07-02;133.83;32
5490;Loisirs et culture;2012-07-02;99.34;33
5491;Équipements audiovisuels. photographiques et informatiques;2012-07-03;427.80;34
5492;Autres biens durables importants du domaine des loisirs et de la culture;2012-07-03;133.86;35
5493;"Autres articles et équipements de loisirs; fleurs. jardins et animaux d'agrément";2012-07-03;360.79;36
5494;Services récréatifs et culturels;2012-07-03;203.36;37
5495;Édition. presse et papeterie;2012-07-03;-259.26;38
5496;Voyages à forfait;2012-07-03;-66.20;39
5497;Enseignement;2012-07-03;-138.27;40
5498;Enseignement;2012-07-03;-394.98;41
5499;Restaurants et hôtels;2012-07-03;218.38;42
5500;Services de restauration;2012-07-03;494.51;43
5501;Services d'hébergement;2012-07-04;-408.20;44
5502;Autres biens et servicesDocumentation des articles;2012-07-04;-196.97;45
5503;Soins personnels;2012-07-04;203.49;46
5504;Effets personnels n.d.a.;2012-07-04;51.89;47
5505;Protection sociale;2012-07-04;56.31;48
5506;Assurances;2012-07-04;409.32;49
5507;Services financiers n.d.a;2012-07-04;-314.92;50
5508;Autres services n.d.a;2012-07-04;-121.04;51
5509;Produits alimentaires et boissons non alcoolisées;2012-07-04;133.00;1
5510;Produits alimentaires;2012-07-04;-424.77;2
5511;Boissons non alcoolisées;2012-07-05;306.34;3
5512;Boissons alcoolisées et tabac;2012-07-05;-218.81;4
5513;Boissons alcoolisées;2012-07-05;307.02;5
5514;Tabac;2012-07-05;-3.53;6
5515;Articles d'habillement et articles chaussants;2012-07-05;97.60;7
5516;Articles d'habillement;2012-07-05;-471.80;8
5517;Articles chaussants;2012-07-05;160.78;9
5518;Logement. eau. électricité. gaz et autres combustibles;2012-07-05;-235.79;10
5519;Loyers d'habitation réels;2012-07-05;-469.36;11
